frame,ok,h1_rmsd,h2_rmsd,alpha,beta,abs_beta,gamma,zeta_alpha_plus_gamma
210,1,1.553,0.9,23.89,90.395,90.395,53.683,77.57300000000001
211,1,1.242,0.858,40.833,52.386,52.386,-53.35,-12.517000000000003
212,1,1.263,1.07,40.797,53.516,53.516,-51.307,-10.510000000000005
213,1,1.337,1.119,31.738,45.019,45.019,-45.899,-14.161000000000001
214,1,1.962,0.965,30.288,93.013,93.013,56.085,86.373
215,1,1.426,0.728,9.822,57.672,57.672,-23.423,-13.600999999999999
216,1,1.595,0.865,11.912,52.669,52.669,-26.347,-14.435
217,1,1.238,0.905,16.291,55.743,55.743,-23.015,-6.724
218,1,1.494,0.929,15.716,54.676,54.676,-30.111,-14.395000000000001
219,1,1.321,1.046,40.047,47.94,47.94,-46.524,-6.477000000000004
220,1,1.18,0.959,19.549,58.138,58.138,-46.411,-26.862000000000002
221,1,1.018,0.853,15.833,54.906,54.906,-43.108,-27.275
222,1,1.127,0.852,19.011,47.392,47.392,-46.535,-27.523999999999997
223,1,1.32,0.683,18.28,51.807,51.807,-45.764,-27.484
224,1,1.241,0.55,20.014,55.288,55.288,-49.643,-29.629
225,1,1.229,0.795,21.234,55.352,55.352,-45.425,-24.190999999999995
226,1,1.42,0.724,28.256,61.172,61.172,-21.515,6.741
227,1,1.386,1.01,10.102,57.923,57.923,-37.116,-27.014
228,1,1.213,0.802,18.334,55.616,55.616,-46.603,-28.269000000000002
229,1,0.895,1.115,13.136,58.626,58.626,-41.181,-28.044999999999998
230,1,1.527,0.876,42.631,63.975,63.975,-1.739,40.892
231,1,1.408,0.805,48.511,50.389,50.389,-51.561,-3.049999999999997
232,1,1.572,0.674,54.811,50.314,50.314,-60.723,-5.911999999999999
233,1,1.76,1.164,46.602,88.847,88.847,47.51,94.112
234,1,1.671,1.161,44.712,88.141,88.141,45.767,90.47900000000001
235,1,1.64,1.22,42.808,83.334,83.334,40.474,83.282
236,1,1.98,0.817,57.163,65.149,65.149,-10.935,46.227999999999994
237,1,1.927,1.147,38.504,84.067,84.067,39.025,77.529
238,1,1.94,1.134,36.313,85.057,85.057,38.834,75.147
